index,animal,dob,sex,trauma,mildstressor,group,annotation_labels,annotation_names,annotation_abrv,parent_labels,parent_names,graph_order,count,gray,parcellation_group,volumes,count_vox
7865,ms_17,4/21/20,M,Trauma,Stressor,Trauma,573,"Lateral visual area, layer 4",VISl4,409,Lateral visual area,181,6,1.0,cortical_plate,7752,0.0007739938080495357
7866,ms_17,4/21/20,M,Trauma,Stressor,Trauma,718,Ventral posterolateral nucleus of the thalamus,VPL,709,Ventral posterior complex of the thalamus,647,5,1.0,diencephalon,40066,0.00012479408975190934
7867,ms_17,4/21/20,M,Trauma,Stressor,Trauma,593,"Primary visual area, layer 1",VISp1,385,Primary visual area,186,7,1.0,cortical_plate,56148,0.0001246705136425162
7868,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1033,Copula pyramidis,COPY,1073,Hemispheric regions,1064,10,1.0,cerebellum,155348,6.437160439786801e-05
7869,ms_17,4/21/20,M,Trauma,Stressor,Trauma,662,"Gustatory areas, layer 6b",GU6b,1057,Gustatory areas,113,8,1.0,cortical_plate,4219,0.0018961839298411946
7870,ms_17,4/21/20,M,Trauma,Stressor,Trauma,235,Lateral reticular nucleus,LRN,370,"Medulla, motor related",964,13,1.0,hindbrain,31634,0.0004109502434089903
7871,ms_17,4/21/20,M,Trauma,Stressor,Trauma,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc,709,Ventral posterior complex of the thalamus,650,4,1.0,diencephalon,8633,0.0004633383528321557
7872,ms_17,4/21/20,M,Trauma,Stressor,Trauma,849,"Visceral area, layer 6b",VISC6b,677,Visceral area,120,13,1.0,cortical_plate,2660,0.004887218045112782
7873,ms_17,4/21/20,M,Trauma,Stressor,Trauma,501,"posteromedial visual area, layer 4",VISpm4,533,posteromedial visual area,202,13,1.0,cortical_plate,7169,0.001813363091086623
7874,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1114,"Anterolateral visual area, layer 4",VISal4,402,Anterolateral visual area,167,13,1.0,cortical_plate,4975,0.0026130653266331657
7875,ms_17,4/21/20,M,Trauma,Stressor,Trauma,804,Fields of Forel,FF,797,Zona incerta,800,13,1.0,diencephalon,3662,0.00354997269251775
7876,ms_17,4/21/20,M,Trauma,Stressor,Trauma,461,"Primary somatosensory area, trunk, layer 6b",SSp-tr6b,361,"Primary somatosensory area, trunk",92,13,1.0,cortical_plate,2045,0.006356968215158924
7877,ms_17,4/21/20,M,Trauma,Stressor,Trauma,534,Supratrigeminal nucleus,SUT,987,"Pons, motor related",900,12,1.0,hindbrain,10567,0.001135610864010599
7878,ms_17,4/21/20,M,Trauma,Stressor,Trauma,269,"Posterolateral visual area, layer 2/3",VISpl2/3,425,Posterolateral visual area,194,12,1.0,cortical_plate,9689,0.0012385179069047372
7879,ms_17,4/21/20,M,Trauma,Stressor,Trauma,59,Intermediodorsal nucleus of the thalamus,IMD,444,Medial group of the dorsal thalamus,684,12,1.0,diencephalon,9498,0.0012634238787113076
7880,ms_17,4/21/20,M,Trauma,Stressor,Trauma,927,"Anterior cingulate area, dorsal part, layer 6b",ACAd6b,39,"Anterior cingulate area, dorsal part",231,12,1.0,cortical_plate,3005,0.003993344425956739
7881,ms_17,4/21/20,M,Trauma,Stressor,Trauma,372,Infracerebellar nucleus,ICB,370,"Medulla, motor related",959,11,1.0,hindbrain,624,0.017628205128205128
7882,ms_17,4/21/20,M,Trauma,Stressor,Trauma,441,"Anteromedial visual area, layer 6b",VISam6b,394,Anteromedial visual area,177,11,1.0,cortical_plate,1086,0.010128913443830571
7883,ms_17,4/21/20,M,Trauma,Stressor,Trauma,903,External cuneate nucleus,ECU,386,"Medulla, sensory related",929,11,1.0,hindbrain,5822,0.0018893850910340088
7884,ms_17,4/21/20,M,Trauma,Stressor,Trauma,622,"Retrosplenial area, ventral part, layer 6b",RSPv6b,886,"Retrosplenial area, ventral part",338,11,1.0,cortical_plate,5614,0.0019593872461702885
7885,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1086,"Primary somatosensory area, trunk, layer 4",SSp-tr4,361,"Primary somatosensory area, trunk",89,10,1.0,cortical_plate,6378,0.0015678896205707118
7886,ms_17,4/21/20,M,Trauma,Stressor,Trauma,460,Midbrain trigeminal nucleus,MEV,339,"Midbrain, sensory related",815,10,1.0,midbrain,2226,0.004492362982929021
7888,ms_17,4/21/20,M,Trauma,Stressor,Trauma,114,"Superior olivary complex, lateral part",SOCl,398,Superior olivary complex,889,10,1.0,hindbrain,12408,0.0008059316569954867
7889,ms_17,4/21/20,M,Trauma,Stressor,Trauma,839,Dorsal motor nucleus of the vagus nerve,DMX,370,"Medulla, motor related",956,10,1.0,hindbrain,5665,0.00176522506619594
7890,ms_17,4/21/20,M,Trauma,Stressor,Trauma,591,Central linear nucleus raphe,CLI,165,Midbrain raphe nuclei,864,10,1.0,midbrain,5341,0.001872308556450103
7891,ms_17,4/21/20,M,Trauma,Stressor,Trauma,197,Rostral linear nucleus raphe,RL,165,Midbrain raphe nuclei,863,10,1.0,midbrain,710,0.014084507042253521
7892,ms_17,4/21/20,M,Trauma,Stressor,Trauma,819,"Anterior cingulate area, ventral part, 6b",ACAv6b,48,"Anterior cingulate area, ventral part",237,10,1.0,cortical_plate,4443,0.0022507314877335135
7893,ms_17,4/21/20,M,Trauma,Stressor,Trauma,894,"Retrosplenial area, lateral agranular part",RSPagl,254,Retrosplenial area,298,10,1.0,cortical_plate,3439,0.002907822041291073
7894,ms_17,4/21/20,M,Trauma,Stressor,Trauma,957,Uvula (IX),UVU,645,Vermal regions,1038,9,1.0,cerebellum,140142,6.422057627263775e-05
7895,ms_17,4/21/20,M,Trauma,Stressor,Trauma,759,"Posterior auditory area, layer 4",AUDpo4,1027,Posterior auditory area,146,8,1.0,cortical_plate,1356,0.0058997050147492625
7896,ms_17,4/21/20,M,Trauma,Stressor,Trauma,121,"Lateral visual area, layer 6b",VISl6b,409,Lateral visual area,184,8,1.0,cortical_plate,1610,0.004968944099378882
7897,ms_17,4/21/20,M,Trauma,Stressor,Trauma,2,"Primary somatosensory area, mouth, layer 6b",SSp-m6b,345,"Primary somatosensory area, mouth",78,7,1.0,cortical_plate,7487,0.0009349539201282223
7898,ms_17,4/21/20,M,Trauma,Stressor,Trauma,733,Ventral posteromedial nucleus of the thalamus,VPM,709,Ventral posterior complex of the thalamus,649,4,1.0,diencephalon,102689,3.895256551334612e-05
7899,ms_17,4/21/20,M,Trauma,Stressor,Trauma,445,"Spinal nucleus of the trigeminal, oral part",SPVO,386,"Medulla, sensory related",939,1,1.0,hindbrain,32813,3.0475726084173955e-05
7900,ms_17,4/21/20,M,Trauma,Stressor,Trauma,781,Nucleus y,y,370,"Medulla, motor related",991,4,1.0,hindbrain,1672,0.0023923444976076554
7901,ms_17,4/21/20,M,Trauma,Stressor,Trauma,545,"Retrosplenial area, dorsal part, layer 4",RSPd4,879,"Retrosplenial area, dorsal part",328,1,1.0,cortical_plate,976,0.0010245901639344263
7903,ms_17,4/21/20,M,Trauma,Stressor,Trauma,653,Abducens nucleus,VI,370,"Medulla, motor related",948,1,1.0,hindbrain,1290,0.0007751937984496124
7904,ms_17,4/21/20,M,Trauma,Stressor,Trauma,67,Interstitial nucleus of Cajal,INC,795,Periaqueductal gray,834,1,1.0,midbrain,3513,0.0002846569883290635
7905,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1098,"Medullary reticular nucleus, dorsal part",MDRNd,395,Medullary reticular nucleus,969,0,,hindbrain,22557,0.0
7906,ms_17,4/21/20,M,Trauma,Stressor,Trauma,951,Pyramus (VIII),PYR,645,Vermal regions,1034,0,,cerebellum,58832,0.0
7909,ms_17,4/21/20,M,Trauma,Stressor,Trauma,773,Hypoglossal nucleus,XII,370,"Medulla, motor related",990,0,,hindbrain,22521,0.0
7910,ms_17,4/21/20,M,Trauma,Stressor,Trauma,750,"Posterolateral visual area, layer 1",VISpl1,425,Posterolateral visual area,193,0,,cortical_plate,4462,0.0
7913,ms_17,4/21/20,M,Trauma,Stressor,Trauma,609,Subparafascicular area,SPA,864,"Thalamus, sensory-motor cortex related",655,0,,diencephalon,3375,0.0
7915,ms_17,4/21/20,M,Trauma,Stressor,Trauma,421,"Lateral visual area, layer 1",VISl1,409,Lateral visual area,179,0,,cortical_plate,9779,0.0
7917,ms_17,4/21/20,M,Trauma,Stressor,Trauma,338,Subfornical organ,SFO,141,Periventricular region,753,0,,diencephalon,1485,0.0
7926,ms_17,4/21/20,M,Trauma,Stressor,Trauma,35,Oculomotor nucleus,III,323,"Midbrain, motor related",847,0,,midbrain,2303,0.0
7927,ms_17,4/21/20,M,Trauma,Stressor,Trauma,469,"posteromedial visual area, layer 6b",VISpm6b,533,posteromedial visual area,205,14,1.0,cortical_plate,2275,0.006153846153846154
7928,ms_17,4/21/20,M,Trauma,Stressor,Trauma,238,Nucleus raphe pontis,RPO,1117,"Pons, behavioral state related",915,1,1.0,hindbrain,2777,0.00036010082823190496
7929,ms_17,4/21/20,M,Trauma,Stressor,Trauma,321,Subgeniculate nucleus,SubG,1014,"Geniculate group, ventral thalamus",710,4,1.0,diencephalon,1726,0.002317497103128621
7930,ms_17,4/21/20,M,Trauma,Stressor,Trauma,642,Nucleus of the trapezoid body,NTB,386,"Medulla, sensory related",930,1,1.0,hindbrain,6415,0.0001558846453624318
7931,ms_17,4/21/20,M,Trauma,Stressor,Trauma,115,Trochlear nucleus,IV,323,"Midbrain, motor related",850,1,1.0,midbrain,466,0.002145922746781116
7932,ms_17,4/21/20,M,Trauma,Stressor,Trauma,64,Anterodorsal nucleus,AD,239,Anterior group of the dorsal thalamus,679,4,1.0,diencephalon,10074,0.0003970617431010522
7933,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1006,"Primary somatosensory area, trunk, layer 1",SSp-tr1,361,"Primary somatosensory area, trunk",87,4,1.0,cortical_plate,8145,0.0004910988336402701
7934,ms_17,4/21/20,M,Trauma,Stressor,Trauma,122,"Superior olivary complex, periolivary region",POR,398,Superior olivary complex,887,4,1.0,hindbrain,8213,0.00048703275295263604
7935,ms_17,4/21/20,M,Trauma,Stressor,Trauma,437,"Spinal nucleus of the trigeminal, interpolar part",SPVI,386,"Medulla, sensory related",938,3,1.0,hindbrain,75635,3.966417663779996e-05
7936,ms_17,4/21/20,M,Trauma,Stressor,Trauma,975,Edinger-Westphal nucleus,EW,323,"Midbrain, motor related",849,3,1.0,midbrain,2053,0.0014612761811982464
7937,ms_17,4/21/20,M,Trauma,Stressor,Trauma,177,Nucleus of Roller,NR,154,Perihypoglossal nuclei,978,3,1.0,hindbrain,1389,0.0021598272138228943
7938,ms_17,4/21/20,M,Trauma,Stressor,Trauma,936,Declive (VI),DEC,645,Vermal regions,1026,3,1.0,cerebellum,239591,1.252133844760446e-05
7939,ms_17,4/21/20,M,Trauma,Stressor,Trauma,330,"Retrosplenial area, dorsal part, layer 6b",RSPd6b,879,"Retrosplenial area, dorsal part",331,3,1.0,cortical_plate,1223,0.0024529844644317253
7940,ms_17,4/21/20,M,Trauma,Stressor,Trauma,587,Nucleus of Darkschewitsch,ND,795,Periaqueductal gray,835,3,1.0,midbrain,1935,0.0015503875968992248
7941,ms_17,4/21/20,M,Trauma,Stressor,Trauma,831,"Agranular insular area, dorsal part, layer 6b",AId6b,104,"Agranular insular area, dorsal part",284,3,1.0,cortical_plate,418,0.007177033492822967
7942,ms_17,4/21/20,M,Trauma,Stressor,Trauma,859,Parasolitary nucleus,PAS,370,"Medulla, motor related",972,3,1.0,hindbrain,860,0.0034883720930232558
7943,ms_17,4/21/20,M,Trauma,Stressor,Trauma,222,Nucleus raphe obscurus,RO,379,"Medulla, behavioral state related",996,2,1.0,hindbrain,969,0.0020639834881320948
7944,ms_17,4/21/20,M,Trauma,Stressor,Trauma,209,Lateral vestibular nucleus,LAV,701,Vestibular nuclei,985,2,1.0,hindbrain,9057,0.00022082367229767032
7945,ms_17,4/21/20,M,Trauma,Stressor,Trauma,929,"Primary somatosensory area, nose, layer 6b",SSp-n6b,353,"Primary somatosensory area, nose",50,2,1.0,cortical_plate,5198,0.00038476337052712584
7946,ms_17,4/21/20,M,Trauma,Stressor,Trauma,366,Submedial nucleus of the thalamus,SMT,444,Medial group of the dorsal thalamus,689,2,1.0,diencephalon,11317,0.00017672528055138288
7947,ms_17,4/21/20,M,Trauma,Stressor,Trauma,711,Cuneate nucleus,CU,720,Dorsal column nuclei,927,2,1.0,hindbrain,19078,0.0001048327916972429
7948,ms_17,4/21/20,M,Trauma,Stressor,Trauma,105,"Superior olivary complex, medial part",SOCm,398,Superior olivary complex,888,2,1.0,hindbrain,9435,0.00021197668256491787
7949,ms_17,4/21/20,M,Trauma,Stressor,Trauma,757,Ventral tegmental nucleus,VTN,323,"Midbrain, motor related",851,2,1.0,midbrain,2406,0.0008312551953449709
7950,ms_17,4/21/20,M,Trauma,Stressor,Trauma,765,Nucleus x,x,370,"Medulla, motor related",989,2,1.0,hindbrain,3979,0.0005026388539834129
7951,ms_17,4/21/20,M,Trauma,Stressor,Trauma,170,Dorsal part of the lateral geniculate complex,LGd,1008,"Geniculate group, dorsal thalamus",662,2,1.0,diencephalon,46211,4.327973859037892e-05
7952,ms_17,4/21/20,M,Trauma,Stressor,Trauma,318,Supragenual nucleus,SG,987,"Pons, motor related",898,1,1.0,hindbrain,1128,0.0008865248226950354
7953,ms_17,4/21/20,M,Trauma,Stressor,Trauma,332,Accessory supraoptic group,ASO,157,Periventricular zone,718,1,1.0,diencephalon,100,0.01
7954,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1039,Gracile nucleus,GR,720,Dorsal column nuclei,928,1,1.0,hindbrain,4320,0.0002314814814814815
7955,ms_17,4/21/20,M,Trauma,Stressor,Trauma,456,"Posterior auditory area, layer 6b",AUDpo6b,1027,Posterior auditory area,149,1,1.0,cortical_plate,270,0.003703703703703704
7956,ms_17,4/21/20,M,Trauma,Stressor,Trauma,147,Locus ceruleus,LC,1117,"Pons, behavioral state related",911,1,1.0,hindbrain,1042,0.0009596928982725527
7957,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1074,"Anterolateral visual area, layer 1",VISal1,402,Anterolateral visual area,165,1,1.0,cortical_plate,5504,0.0001816860465116279
7959,ms_17,4/21/20,M,Trauma,Stressor,Trauma,944,Folium-tuber vermis (VII),FOTU,645,Vermal regions,1030,1,1.0,cerebellum,58946,1.696467953720354e-05
7960,ms_17,4/21/20,M,Trauma,Stressor,Trauma,358,Sublaterodorsal nucleus,SLD,1117,"Pons, behavioral state related",917,15,1.0,hindbrain,4961,0.003023583954847813
7961,ms_17,4/21/20,M,Trauma,Stressor,Trauma,91,Interposed nucleus,IP,519,Cerebellar nuclei,1081,81,1.0,cerebellum,55207,0.0014672052457115946
7962,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1085,"Secondary motor area, layer 6b",MOs6b,993,Secondary motor area,29,15,1.0,cortical_plate,5942,0.002524402558061259
7963,ms_17,4/21/20,M,Trauma,Stressor,Trauma,566,Postpiriform transition area,TR,698,Olfactory areas,449,283,1.0,cortical_plate,66078,0.004282817276551954
7964,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1101,"Agranular insular area, dorsal part, layer 5",AId5,104,"Agranular insular area, dorsal part",282,283,1.0,cortical_plate,41939,0.0067478957533560644
7965,ms_17,4/21/20,M,Trauma,Stressor,Trauma,96,Dorsal cochlear nucleus,DCO,607,Cochlear nuclei,924,279,1.0,hindbrain,37734,0.007393862299252664
7966,ms_17,4/21/20,M,Trauma,Stressor,Trauma,998,Fundus of striatum,FS,493,Striatum ventral region,576,278,1.0,cerebral_nuclei,23171,0.011997755815458979
7967,ms_17,4/21/20,M,Trauma,Stressor,Trauma,857,"Visceral area, layer 6a",VISC6a,677,Visceral area,119,272,1.0,cortical_plate,30680,0.008865710560625815
7968,ms_17,4/21/20,M,Trauma,Stressor,Trauma,687,"Retrosplenial area, ventral part, layer 5",RSPv5,886,"Retrosplenial area, ventral part",336,271,1.0,cortical_plate,118143,0.0022938303581253225
7969,ms_17,4/21/20,M,Trauma,Stressor,Trauma,252,"Dorsal auditory area, layer 5",AUDd5,1011,Dorsal auditory area,126,267,1.0,cortical_plate,75964,0.0035148228108051183
7970,ms_17,4/21/20,M,Trauma,Stressor,Trauma,202,Medial vestibular nucleus,MV,701,Vestibular nuclei,986,266,1.0,hindbrain,86910,0.0030606374410309515
7971,ms_17,4/21/20,M,Trauma,Stressor,Trauma,314,"Agranular insular area, posterior part, layer 6a",AIp6a,111,"Agranular insular area, posterior part",289,263,1.0,cortical_plate,13892,0.018931759285919954
7972,ms_17,4/21/20,M,Trauma,Stressor,Trauma,780,Posterior amygdalar nucleus,PA,703,Cortical subplate,569,290,1.0,cortical_subplate,20241,0.014327355367817795
7973,ms_17,4/21/20,M,Trauma,Stressor,Trauma,625,"Primary somatosensory area, upper limb, layer 5",SSp-ul5,369,"Primary somatosensory area, upper limb",83,262,1.0,cortical_plate,61493,0.00426064755338006
7974,ms_17,4/21/20,M,Trauma,Stressor,Trauma,772,"Anterior cingulate area, ventral part, layer 5",ACAv5,48,"Anterior cingulate area, ventral part",235,254,1.0,cortical_plate,37081,0.006849869205253364
7975,ms_17,4/21/20,M,Trauma,Stressor,Trauma,484,"Orbital area, medial part, layer 1",ORBm1,731,"Orbital area, medial part",265,250,1.0,cortical_plate,19533,0.012798853222751242
7976,ms_17,4/21/20,M,Trauma,Stressor,Trauma,171,"Prelimbic area, layer 1",PL1,972,Prelimbic area,239,249,1.0,cortical_plate,30765,0.008093612871769868
7977,ms_17,4/21/20,M,Trauma,Stressor,Trauma,945,"Primary somatosensory area, upper limb, layer 6a",SSp-ul6a,369,"Primary somatosensory area, upper limb",84,245,1.0,cortical_plate,46906,0.005223212382211231
7978,ms_17,4/21/20,M,Trauma,Stressor,Trauma,260,"Nucleus of the lateral olfactory tract, molecular layer",NLOT1,619,Nucleus of the lateral olfactory tract,423,243,1.0,cortical_plate,10457,0.02323802237735488
7979,ms_17,4/21/20,M,Trauma,Stressor,Trauma,574,Tegmental reticular nucleus,TRN,987,"Pons, motor related",901,240,1.0,hindbrain,45575,0.005266044980800877
7980,ms_17,4/21/20,M,Trauma,Stressor,Trauma,843,Parasubiculum,PAR,822,Retrohippocampal region,523,237,1.0,cortical_plate,59900,0.003956594323873122
7981,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1023,"Ventral auditory area, layer 5",AUDv5,1018,Ventral auditory area,154,236,1.0,cortical_plate,47654,0.004952364964116339
7982,ms_17,4/21/20,M,Trauma,Stressor,Trauma,146,Pontine reticular nucleus,PRNr,1117,"Pons, behavioral state related",914,231,1.0,hindbrain,164040,0.0014081931236283832
7983,ms_17,4/21/20,M,Trauma,Stressor,Trauma,298,Magnocellular nucleus,MA,835,"Pallidum, ventral region",614,261,1.0,cerebral_nuclei,21620,0.012072155411655874
7984,ms_17,4/21/20,M,Trauma,Stressor,Trauma,223,Arcuate hypothalamic nucleus,ARH,157,Periventricular zone,733,290,1.0,diencephalon,15693,0.018479576881412094
7985,ms_17,4/21/20,M,Trauma,Stressor,Trauma,612,Nucleus of the lateral lemniscus,NLL,1132,"Pons, sensory related",869,290,1.0,hindbrain,41788,0.006939791327653872
7986,ms_17,4/21/20,M,Trauma,Stressor,Trauma,783,"Agranular insular area, dorsal part, layer 6a",AId6a,104,"Agranular insular area, dorsal part",283,294,1.0,cortical_plate,19039,0.015441987499343453
7987,ms_17,4/21/20,M,Trauma,Stressor,Trauma,806,"Supplemental somatosensory area, layer 2/3",SSs2/3,378,Supplemental somatosensory area,102,374,1.0,cortical_plate,105435,0.003547209181011998
7988,ms_17,4/21/20,M,Trauma,Stressor,Trauma,218,Lateral posterior nucleus of the thalamus,LP,138,Lateral group of the dorsal thalamus,668,374,1.0,diencephalon,69350,0.005392934390771449
7989,ms_17,4/21/20,M,Trauma,Stressor,Trauma,694,"Agranular insular area, ventral part, layer 2/3",AIv2/3,119,"Agranular insular area, ventral part",293,372,1.0,cortical_plate,39670,0.009377363246785984
7990,ms_17,4/21/20,M,Trauma,Stressor,Trauma,33,"Primary visual area, layer 6a",VISp6a,385,Primary visual area,190,369,1.0,cortical_plate,82014,0.004499231838466604
7991,ms_17,4/21/20,M,Trauma,Stressor,Trauma,187,"Gustatory areas, layer 5",GU5,1057,Gustatory areas,111,359,1.0,cortical_plate,52850,0.0067928098391674555
7992,ms_17,4/21/20,M,Trauma,Stressor,Trauma,692,"Perirhinal area, layer 5",PERI5,922,Perirhinal area,371,356,1.0,cortical_plate,41974,0.00848144089198075
7993,ms_17,4/21/20,M,Trauma,Stressor,Trauma,862,"Supplemental somatosensory area, layer 6a",SSs6a,378,Supplemental somatosensory area,105,347,1.0,cortical_plate,68575,0.005060153117025155
7994,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1139,"Nucleus of the lateral olfactory tract, layer 3",NLOT3,619,Nucleus of the lateral olfactory tract,425,343,1.0,cortical_plate,14544,0.023583608360836082
7995,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1070,"Primary somatosensory area, barrel field, layer 5",SSp-bfd5,329,"Primary somatosensory area, barrel field",55,342,1.0,cortical_plate,103351,0.0033091116680051477
7996,ms_17,4/21/20,M,Trauma,Stressor,Trauma,821,"Primary visual area, layer 2/3",VISp2/3,385,Primary visual area,187,341,1.0,cortical_plate,132154,0.002580322956550691
7997,ms_17,4/21/20,M,Trauma,Stressor,Trauma,977,Ectorhinal area/Layer 6a,ECT6a,895,Ectorhinal area,377,337,1.0,cortical_plate,19220,0.01753381893860562
7998,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1037,Postsubiculum,POST,822,Retrohippocampal region,527,332,1.0,cortical_plate,53374,0.006220257053996328
7999,ms_17,4/21/20,M,Trauma,Stressor,Trauma,800,"Agranular insular area, ventral part, layer 5",AIv5,119,"Agranular insular area, ventral part",294,325,1.0,cortical_plate,25696,0.01264788293897883
8000,ms_17,4/21/20,M,Trauma,Stressor,Trauma,935,"Anterior cingulate area, dorsal part, layer 1",ACAd1,39,"Anterior cingulate area, dorsal part",227,320,1.0,cortical_plate,34249,0.009343338491634792
8001,ms_17,4/21/20,M,Trauma,Stressor,Trauma,525,Supramammillary nucleus,SUM,331,Mammillary body,766,319,1.0,diencephalon,12409,0.025707148037714563
8002,ms_17,4/21/20,M,Trauma,Stressor,Trauma,362,Mediodorsal nucleus of thalamus,MD,444,Medial group of the dorsal thalamus,685,319,1.0,diencephalon,86351,0.003694224733934755
8003,ms_17,4/21/20,M,Trauma,Stressor,Trauma,156,"Dorsal auditory area, layer 6a",AUDd6a,1011,Dorsal auditory area,127,318,1.0,cortical_plate,52134,0.006099666244677178
